0,Title,Year,Rated,Runtime,Writer,Plot,Language,imdbRating,imdbVotes,imdbID,Rotten Tomatoes,Metacritic,Series,Released_season,Released_month,Released_day,PG_Rating,Available_languages,Oscars_won,Oscars_nominated,Golden_globe_won,Golden_globe_nominated,Unnamed: 0,0
tt0157183,West Beirut,1998.0,PG-13,105.0,Ziad Doueiri,"In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: ...","['Arabic', ' French']",7.7,3101.0,tt0157183,9.4,,0.0,4.0,10.0,30.0,2.0,2.0,0.0,0.0,0.0,0.0,,
tt0295004,Ghost River,2002.0,,93.0,"Olivier Dahan, Agnès Fustier-Dahan","A prostitute and her teenager daughter, will have to run away after the girl stabs her mother's pimp. The woman will try to find her son, which she hasn't seen in 8 years.",['French'],6.1,664.0,tt0295004,4.8,5.2,0.0,4.0,9.0,4.0,,1.0,0.0,0.0,0.0,0.0,,
tt0420206,Summer Storm,2004.0,R,98.0,"Thomas Bahmann (screenplay), Marco Kreuzpaintner (screenplay)",A close friendship between two crew teammates is tested when one slowly discovers he's gay and attracted to the other.,['German'],7.2,13001.0,tt0420206,4.8,5.1,0.0,4.0,9.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0076044,For the Love of Benji,1977.0,G,85.0,"Joe Camp (screenplay), Joe Camp (original story), Ben Vaughn (original story)","Benji sniffs out a bogus CIA agent in Athens, Greece.","['English', ' Greek']",6.0,995.0,tt0076044,,4.6,0.0,3.0,6.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,,
tt0090094,The Stuff,1985.0,R,87.0,Larry Cohen,"A delicious, mysterious goo that oozes from the earth is marketed as the newest dessert sensation, but the tasty treat rots more than teeth when zombie-like snackers who only want to consume more of the strange substance at any cost begin infesting the world.",['English'],5.9,12908.0,tt0090094,6.9,,0.0,3.0,6.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0092042,Tai-Pan,1986.0,R,127.0,"John Briley (screenplay), James Clavell (novel), Stanley Mann (screenplay)",Historical fiction set against the backdrop of Hong Kong in its early years of British rule.,['English'],5.6,1526.0,tt0092042,1.4,,0.0,4.0,11.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0113973,Nico Icon,1995.0,,67.0,Susanne Ofteringer (screenplay),"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item,...","['English', ' German']",7.2,637.0,tt0113973,8.8,,0.0,4.0,11.0,16.0,,2.0,0.0,0.0,0.0,0.0,,
tt0343095,This Girl's Life,2003.0,R,104.0,Ash Baron-Cohen,"""Slice of life"" take on life of international porn celebrity, Moon, and her musings on modern life, love and loss.",['English'],5.7,2730.0,tt0343095,5.0,6.3,0.0,4.0,11.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0118178,Wish Upon a Star,1996.0,PG,90.0,Jessica Barondes,A younger sister wishes to switch places with her popular older sister and the two bickering siblings awaken to find the wish has come true.,['English'],6.7,6789.0,tt0118178,,,0.0,4.0,11.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0072737,Breakout,1975.0,PG,96.0,"Howard B. Kreitsek (screenplay), Marc Norman (screenplay), Elliott Baker (screenplay), Warren Hinckle (suggested by a book by), William Turner (suggested by a book by), Eliot Asinof (suggested by a book by)",A bush pilot is hired for fifty thousand dollars to go to Mexico to free an innocent prisoner.,['English'],6.2,3222.0,tt0072737,4.0,,0.0,2.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0180679,Escanaba in da Moonlight,2001.0,PG-13,91.0,"Jeff Daniels (play), Jeff Daniels (story), Guy Sanville (story), Jeff Daniels",A macho man in a family on the eve of deer-hunting season must deal with the eldest son's curse of never having bagged a buck.,['English'],6.5,1677.0,tt0180679,5.0,,0.0,1.0,2.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0283160,Extreme Ops,2002.0,PG-13,93.0,"Timothy Scott Bogart (story), Mark Mullin (story), Michael Zaidan (screenplay)","While filming an advertisement, some extreme sports enthusiasts unwittingly stop a group of terrorists.","['English', ' German', ' Japanese', ' Serbo-Croatian']",4.5,5245.0,tt0283160,0.7,1.7,0.0,4.0,11.0,27.0,2.0,4.0,0.0,0.0,0.0,0.0,,
tt0114666,The Tie That Binds,1995.0,R,99.0,Michael Auerbach,John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie. John and Leann are in the process of robbing a house when the two ...,['English'],5.0,1069.0,tt0114666,0.8,,0.0,4.0,9.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0248190,No Such Thing,2001.0,R,102.0,Hal Hartley,The story of a young journalist who journeys to Iceland to find her missing fiancé only to encounter a mythical creature. She eventually forges a relationship with the being.,"['English', ' Icelandic']",6.1,3746.0,tt0248190,3.0,3.6,0.0,4.0,11.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0120210,Stiff Upper Lips,1998.0,R,94.0,"Paul Simpkin (screenplay), Gary Sinyor (screenplay), Paul Simpkin (idea), Stephen Deitch (additional material), Richard Sparks (additional material)",Aunt Agnes (Prunella Scales) vainly tries to force Emily (Georgina Cates) to marry boring Cedric Trilling (Robert Portal) by taking them to Italy and India hoping that Emily will forget about the handsome George (Sean Pertwee).,"['English', ' Latin']",6.4,918.0,tt0120210,3.8,,0.0,3.0,6.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0056983,Dementia 13,1963.0,Unrated,75.0,"Francis Ford Coppola, Jack Hill (second unit written by)","Shocked by the death of her spouse, a scheming widow hatches a bold plan to get her hands on the inheritance, unaware that she is targeted by an axe-wielding murderer who lurks in the family's estate. What mystery shrouds the noble house?",['English'],5.7,6622.0,tt0056983,6.3,,0.0,3.0,7.0,17.0,,1.0,0.0,0.0,0.0,0.0,,
tt0042898,The Rocking Horse Winner,1949.0,Not Rated,91.0,"D.H. Lawrence (short story), Anthony Pelissier (screenplay)",A young boy receives a rocking horse for Christmas and soon learns that he is able to pick the winning horse at the races.,['English'],7.4,950.0,tt0042898,8.3,,0.0,4.0,11.0,30.0,,1.0,0.0,0.0,0.0,0.0,,
tt0066730,10 Rillington Place,1971.0,GP,111.0,"Clive Exton (screenplay), Ludovic Kennedy (book)","Based on the real-life case of the British serial killer John Christie, and what happened to his neighbors Tim and Beryl Evans.",['English'],7.6,7069.0,tt0066730,5.8,,0.0,1.0,1.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0062790,The Charge of the Light Brigade,1968.0,PG-13,139.0,"Charles Wood (screenplay), Cecil Woodham-Smith (additional source material ""The Reason Why"")","In 1854, during the Crimean War, poor planning leads to a British Light Brigade openly charging a Russian artillery position with tragic consequences.","['English', ' French', ' Russian']",6.7,2890.0,tt0062790,,,0.0,4.0,10.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,,
tt0115976,Crimetime,1996.0,R,118.0,Brendan Somers,"Bobby Mahon is an actor playing a notorious serial killer on prime-time television. The show becomes a hit, which encourages the real-life murderer on whom it's based, to go on a spree to make it on screen.",['English'],4.4,712.0,tt0115976,,,0.0,3.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0266747,Marci X,2003.0,R,84.0,Paul Rudnick,A Jewish-American Princess is forced to take control of a hard-core hip-hop record label and tries to rein the one of the label's most controversial rappers.,['English'],2.8,4948.0,tt0266747,0.8,2.0,0.0,3.0,8.0,22.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0120709,Illuminata,1998.0,R,119.0,"Brandon Cole (play), Brandon Cole (screenplay), John Turturro (screenplay)","It's the start of the 20th century, and Tuccio, resident playwright of a theatre repertory company offers the owners of the company his new play, ""Illuminata"". They reject it, saying it's ...",['English'],6.2,1486.0,tt0120709,4.0,6.0,0.0,2.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0087682,Maria's Lovers,1984.0,R,109.0,"Gérard Brach (screenplay), Andrey Konchalovskiy (screenplay), Paul Zindel (screenplay), Marjorie David (screenplay)","Ivan Bibic returns to his Pittsburgh PA suburb after surviving a Japanse POW camp, causing regular nightmares. All the time he remained faithfully devoted to his childhood love, fellow ...","['English', ' Croatian', ' Serbian']",6.7,2207.0,tt0087682,3.3,,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,
tt0375104,Bobby Jones: Stroke of Genius,2004.0,PG,120.0,"Rowdy Herrington (story), Kim Dawson (story), Rowdy Herrington (screenplay), Bill Pryor (screenplay), Tony De Paul (screenplay)","Jim Caviezel stars as golf legend Bobby Jones, the icon who retired from competition at the tender age of 28.",['English'],6.7,3619.0,tt0375104,2.6,4.5,0.0,2.0,4.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0325352,I'll Be There,2003.0,PG-13,105.0,"Craig Ferguson, Philip McGrade","An off-beat comedy about a former 80s pop star (Craig Ferguson) whose downward spiral is halted when he discovers he has a teenage daughter (Charlotte Church), the product of a weekend love affair.",['English'],6.4,1406.0,tt0325352,5.0,,0.0,3.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0040679,The Paleface,1948.0,Approved,91.0,"Edmund L. Hartmann (original screenplay), Frank Tashlin (original screenplay), Jack Rose (additional dialogue)","Calamity Jane is despatched to find out who's smuggling rifles to the Indians, and winds up married to a hapless correspondence school dentist as part of her cover.",['English'],6.9,3320.0,tt0040679,10.0,,0.0,1.0,2.0,16.0,,1.0,1.0,0.0,0.0,0.0,,
tt0182060,The Man Who Saved the World,1982.0,,91.0,Cüneyt Arkin (screenplay),"Two space cadets crash-land on a desert planet, where an evil wizard seeks the ultimate power to take over the world. Although the movie borrows some background footage from Star Wars, the plot is mostly unrelated.",['Turkish'],4.5,7174.0,tt0182060,,,0.0,,,,,1.0,0.0,0.0,0.0,0.0,,
tt0119365,Incognito,1997.0,R,108.0,Jordan Katz,"Harry Donovan is an art forger who paints fake Rembrandt picture for five hundred thousand dollars. The girl he meets and gets into bed with, in Paris, Marieke, turns out to be an art ...",['English'],6.6,3166.0,tt0119365,3.3,,0.0,2.0,3.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0077235,Big Wednesday,1978.0,PG,120.0,"John Milius, Dennis Aaberg",The lives of some California surfers from the early 1960s to the 1970s.,['English'],7.2,5689.0,tt0077235,6.4,5.4,0.0,2.0,5.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0201899,A Rumor of Angels,2000.0,PG-13,106.0,"Grace Duffie Boylan (book), James Eric, Jamie Horton, Peter O'Fallon",An old woman helps a young boy resolve his feelings over the death of his mother.,['English'],7.1,1043.0,tt0201899,3.4,3.5,0.0,,,,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0098520,Too Beautiful for You,1989.0,R,91.0,Bertrand Blier,"A car dealer, well-to-do and with a beautiful wife, finds himself attracted to his rather plain new temporary secretary. Despite her own commitments she feels the same and the two soon ...",['French'],6.7,2302.0,tt0098520,,,0.0,2.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0116405,Getting Away with Murder,1996.0,R,91.0,Harvey Miller,"When the very moralistic college ethics instructor (Aykroyd) finds himself living next door to an accused German death camp commander (Lemmon), he takes it upon himself to rid the world of ...",['English'],4.5,1116.0,tt0116405,0.0,,0.0,2.0,4.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0115994,Curdled,1996.0,R,88.0,"Reb Braddock, John Maass, Reb Braddock, John Maass, Quentin Tarantino (Gecko Brothers news report)","After getting interested in murder as a kid in Colombia, Gabriela now has a scrapbook on murders including clippings on ""The Blue Blood Killer"". While cleaning his latest murder scene in Miami, she comes across a clue missed by the cops.","['English', ' Spanish']",5.9,4789.0,tt0115994,1.7,,0.0,4.0,9.0,27.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0115665,Beyond Hypothermia,1996.0,R,90.0,Roy Szeto,"A mysterious and highly skilled hitwoman in Hong Kong is paid to assassinate top-level crime bosses. After striking up a relationship with a noodle vendor, she decides to travel to South ...","['Korean', ' Cantonese']",6.8,1010.0,tt0115665,,,0.0,4.0,9.0,21.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0483812,Stephanie Daley,2006.0,R,92.0,Hilary Brougher,"Pregnant forensic psychologist Lydie Crane is hired to learn the truth behind the case of 16-year-old Stephanie Daley, who is accused of concealing her pregnancy and murdering her infant.",['English'],6.3,1680.0,tt0483812,9.0,7.7,0.0,1.0,1.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0077318,The Chant of Jimmie Blacksmith,1978.0,,108.0,"Fred Schepisi (screenplay), Thomas Keneally (novel)","Jimmie Blacksmith, the son of an Aboriginal mother and a white father, falls victim to much racist abuse after marrying a white woman, and goes on a killing spree and finds himself on the run in the aftermath.",['English'],7.3,1421.0,tt0077318,10.0,,0.0,3.0,6.0,22.0,,1.0,0.0,0.0,0.0,0.0,,
tt0973844,To Each His Own Cinema,2007.0,,100.0,"Manoel de Oliveira (dialogue), Manoel de Oliveira (scenario), Atom Egoyan (segment), Olivier Assayas (segment), William Chang (story), Jean-Pierre Dardenne (segment), Luc Dardenne (segment), Amos Gitai (segment), Alejandro G. Iñárritu (segment), Aki Kaurismäki (segment), Andrey Konchalovskiy (segment), Nanni Moretti (segment), Kar-Wai Wong (story), Yimou Zhang (segment), Jingzhi Zou (segment)",A collective film of 33 shorts directed by different directors about their feeling about Cinema.,"['Mandarin', ' English', ' French', ' Spanish', ' Danish', ' Finnish', ' Hebrew', ' Italian', ' Japanese', ' Portuguese', ' Russian', ' Yiddish', ' Arabic']",6.8,4593.0,tt0973844,10.0,,0.0,4.0,10.0,31.0,,13.0,0.0,0.0,0.0,0.0,,
tt0080031,Tom Horn,1980.0,R,98.0,"Thomas McGuane (screenplay), Bud Shrake (screenplay)",An ex-army scout is hired by ranchers to kill cattle rustlers but he gets into trouble with the corrupt local officials when he kills a boy.,['English'],6.9,4547.0,tt0080031,8.3,,0.0,2.0,3.0,28.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0307213,Bad Guy,2001.0,Not Rated,100.0,Ki-duk Kim,"An unfeeling gangster seeks to ruin the life of a young girl who rejected him. He forces her into prostitution and spies on her regularly, then he soon begins to fall for her.",['Korean'],6.8,8721.0,tt0307213,4.4,4.9,0.0,1.0,2.0,11.0,,1.0,0.0,0.0,0.0,0.0,,
tt0055506,A Taste of Honey,1961.0,Not Rated,101.0,"Shelagh Delaney (screenplay), Tony Richardson (screenplay), Shelagh Delaney (adapted from the play by)","A pregnant teenage girl must fend for herself when her mother remarries, leaving the girl with only a new male friend for support.",['English'],7.5,4568.0,tt0055506,8.9,,0.0,2.0,4.0,30.0,,1.0,0.0,0.0,1.0,0.0,,
tt0059124,Dr. Goldfoot and the Bikini Machine,1965.0,Approved,88.0,"Elwood Ullman (screenplay), Robert Kaufman (screenplay), James H. Nicholson (story)",Skirt-chasing SIC agent Craig Gamble and millionaire bachelor Todd Armstrong set out to foil mad scientist Dr. Goldfoot's plot to use his army of bikini-clad robots to seduce wealthy men into signing over their assets.,['English'],5.1,1926.0,tt0059124,2.9,,0.0,4.0,11.0,6.0,,1.0,0.0,0.0,0.0,0.0,,
tt0337961,In My Skin,2002.0,Unrated,93.0,Marina de Van,A woman grows increasingly fascinated with her body after suffering a disfiguring accident.,['French'],6.3,4760.0,tt0337961,6.4,6.8,0.0,1.0,12.0,4.0,,1.0,0.0,0.0,0.0,0.0,,
tt0070212,The Iceman Cometh,1973.0,PG,239.0,"Thomas Quinn Curtiss, Eugene O'Neill (play)","A salesman with a sudden passion for reform has an idea to sell to his barfly buddies: throw away your pipe dreams. The drunkards, living in a flophouse above a saloon, resent the idea.",['English'],7.2,1353.0,tt0070212,9.0,,0.0,4.0,10.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0106168,"Walker, Texas Ranger",1993.0,TV-14,43.0,"Christopher Canaan, Leslie Greif, Paul Haggis, Al Ruddy",Walker and his partner Trivette are Texas Rangers. They make it their business to battle crime in Dallas and all around the Great State of Texas.,['English'],5.5,14570.0,tt0106168,,,1.0,2.0,4.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0329106,Führer Ex,2002.0,Unrated,105.0,"Winfried Bonengel (screenplay), Douglas Graham (screenplay), Ingo Hasselbach (book), Ingo Hasselbach (screenplay)","Repentant ex neo-Nazi Ingo Hasselbach's autobiographical experiences are the basis for ""Fuhrer Ex"". Two friends dream of escaping the oppression of communist GDR in 1980s in Berlin. When ...",['German'],6.6,1416.0,tt0329106,,,0.0,4.0,11.0,5.0,,1.0,0.0,0.0,0.0,0.0,,
tt1014775,Beverly Hills Chihuahua,2008.0,PG,91.0,"Analisa LaBianco (screenplay), Jeffrey Bushell (screenplay), Jeffrey Bushell (story)","While on vacation in Mexico, Chloe, a ritzy Beverly Hills chihuahua, finds herself lost and in need of assistance in order to get back home.",['English'],3.8,21926.0,tt1014775,4.1,4.1,0.0,4.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0487503,The Page Turner,2006.0,Unrated,85.0,"Denis Dercourt (scenario and dialogue), Jacques Sotty (collaboration)","After failing the audition to a prestigious music school because of the rude behavior of one of the testers, a girl takes revenge by gaining the trust of the same woman some years later and becoming indispensable for her.",['French'],7.0,6783.0,tt0487503,7.7,6.7,0.0,3.0,8.0,9.0,,1.0,0.0,0.0,0.0,0.0,,
tt0073396,Mitchell,1975.0,R,97.0,Ian Kennedy Martin,"A tough, slobby, honest cop tries to simultaneously take down heroin dealers and a corrupt businessman who murdered a burglar, even if it costs him his life. This obscure film became infamous after Mystery Science Theater 3000 (1988) riffed on it.",['English'],2.5,4213.0,tt0073396,,,0.0,4.0,9.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0095774,Off Limits,1988.0,R,102.0,"Christopher Crowe, Jack Thibeau","McGriff and Albaby are probably doing the worst law enforcement job in the world - they are plain clothes U.S. military policemen on duty in war-time Saigon. However, their job becomes even...",['English'],6.2,2528.0,tt0095774,5.0,,0.0,2.0,3.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0073858,The Lost Honor of Katharina Blum,1975.0,R,106.0,"Heinrich Böll (novel), Volker Schlöndorff (screenplay), Margarethe von Trotta (screenplay)",A young woman's life is scrutinized by police and tabloid press after she spends the night with a suspected terrorist.,['German'],7.4,3733.0,tt0073858,8.3,,0.0,4.0,10.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0264323,2001 Maniacs,2005.0,R,87.0,"Chris Kobin, Tim Sullivan","Eight college students travelling to Florida for Spring Break stumble into a remote town in Georgia, where they are set upon by the residents.",['English'],5.3,11682.0,tt0264323,,,0.0,3.0,7.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0036824,The Fighting Seabees,1944.0,Approved,100.0,"Borden Chase (screenplay), Æneas MacKenzie (screenplay), Borden Chase (original story)","During WW2, the U.S. Navy implements a new idea of forming construction battalions that also are fighting units, in case of Japanese attack.",['English'],6.6,3180.0,tt0036824,10.0,,0.0,3.0,7.0,10.0,,1.0,0.0,0.0,0.0,0.0,,
tt0081318,City of the Living Dead,1980.0,Not Rated,93.0,"Lucio Fulci (story and screenplay), Dardano Sacchetti (story and screenplay)","A reporter and a psychic race to close the Gates of Hell after the suicide of a clergyman caused them to open, allowing the dead to rise from their graves.",['Italian'],6.3,14880.0,tt0081318,5.0,,0.0,2.0,4.0,8.0,,1.0,0.0,0.0,0.0,0.0,,
tt0068575,Fat City,1972.0,PG,96.0,"Leonard Gardner (screenplay), Leonard Gardner (novel)","Two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.","['English', ' Spanish']",7.3,6912.0,tt0068575,10.0,,0.0,3.0,7.0,26.0,1.0,2.0,0.0,1.0,0.0,0.0,,
tt0084315,Time Masters,1982.0,,78.0,"Stefan Wul (novel), René Laloux (scenario and adaptation), Jean Giraud (scenario and adaptation), Jean-Patrick Manchette (dialogue)","Piel, a 7 or 8 year old boy, is alone on the desert planet Perdide, only survivor of an attack by giant hornets. Calling for help, Piel's father's friend Jaffar keeps contact with the kid ...",['French'],7.5,4771.0,tt0084315,,,0.0,2.0,3.0,24.0,,1.0,0.0,0.0,0.0,0.0,,
tt0209463,The Wind Will Carry Us,1999.0,Not Rated,118.0,"Mahmoud Aiden (idea), Abbas Kiarostami",Irreverent city engineer Behzad comes to a rural village in Iran to keep vigil for a dying relative. In the meanwhile the film follows his efforts to fit in with the local community and how he changes his own attitudes as a result.,"['Persian', ' Kurdish']",7.6,8093.0,tt0209463,9.7,8.6,0.0,4.0,11.0,24.0,,2.0,0.0,0.0,0.0,0.0,,
tt0032881,Our Town,1940.0,NOT RATED,90.0,"Thornton Wilder (play), Thornton Wilder (screenplay), Frank Craven (screenplay), Harry Chandlee (screenplay)","Change comes slowly to a small New Hampshire town in the early 20th century. People grow up, get married, live, and die. Milk and the newspaper get delivered every morning, and nobody locks...",['English'],6.8,1840.0,tt0032881,8.6,,0.0,2.0,5.0,24.0,,1.0,0.0,6.0,0.0,0.0,,
tt0456912,A Bittersweet Life,2005.0,Not Rated,119.0,"Dong-Cheol Kim (character created by: A Bittersweet Life), Jee-woon Kim",Things go wrong for a high ranking mobster when he doesn't proceed by his boss's orders.,"['Korean', ' Russian']",7.6,34493.0,tt0456912,10.0,,0.0,2.0,4.0,1.0,,2.0,0.0,0.0,0.0,0.0,,
tt0170452,Prince of Central Park,2000.0,PG-13,109.0,"John Leekley, Evan Rhodes (novel)","A young boy sets out to find his mother. After setting up camp in Central Park, he encounters a group of people even needier than himself.",['English'],5.2,509.0,tt0170452,2.0,2.2,0.0,1.0,12.0,25.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0065649,Dodes'ka-den,1970.0,Not Rated,140.0,"Akira Kurosawa (screenplay), Hideo Oguni (screenplay), Shinobu Hashimoto (screenplay), Shûgorô Yamamoto (novel)","Various tales in the lives of Tokyo slum dwellers, including a mentally deficient young man obsessed with driving his own commuter trolley.",['Japanese'],7.4,5710.0,tt0065649,5.7,,0.0,4.0,10.0,17.0,,1.0,0.0,1.0,0.0,0.0,,
tt0030643,Port of Shadows,1938.0,Not Rated,91.0,"Pierre Dumarchais (novel), Jacques Prévert (scenario and dialogue)",A military deserter finds love and trouble (and a small dog) in a smoky French port city.,['French'],7.8,7915.0,tt0030643,9.6,,0.0,4.0,10.0,29.0,,1.0,0.0,0.0,0.0,0.0,,
tt0040946,Wake of the Red Witch,1948.0,Approved,106.0,"Harry Brown (screen play), Kenneth Gamet (screen play), Garland Roark (novel)","During the 1860s in the South Pacific, Capt. Ralls, skipper of the Red Witch, has a series of adventures involving sunken gold bullion, pearls, natives, an unscrupulous ship owner and a giant octopus.",['English'],6.6,2320.0,tt0040946,,,0.0,2.0,3.0,1.0,,1.0,0.0,0.0,0.0,0.0,,
tt1068646,The Class,2008.0,PG-13,128.0,"Laurent Cantet (scenario), Robin Campillo (scenario), François Bégaudeau (scenario), François Bégaudeau (inspired by the book)",Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,"['French', ' Bambara', ' Spanish']",7.5,32621.0,tt1068646,9.5,9.2,0.0,2.0,3.0,13.0,2.0,3.0,0.0,1.0,0.0,0.0,,
tt0989000,In Search of a Midnight Kiss,2007.0,Not Rated,90.0,Alex Holdridge,"Broke and alone on New Year's Eve, Wilson just wants to spend the rest of a very bad year in bed. But, when his best friend convinces him to post a personal ad, he meets a woman bent on finding the right guy to be with at midnight.",['English'],7.2,7768.0,tt0989000,8.4,6.4,0.0,3.0,8.0,1.0,,1.0,0.0,0.0,0.0,0.0,,
tt0311320,Blind Spot. Hitler's Secretary,2002.0,PG,90.0,"André Heller, Othmar Schmiderer","Documentary featuring interview footage with Traudl Junge, one of Hitler's personal secretaries during WWII.",['German'],7.3,1580.0,tt0311320,8.6,7.9,0.0,2.0,3.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0065150,The Undefeated,1969.0,G,119.0,"James Lee Barrett (screenplay), Stanley Hough (story)","After the Civil War, ex-Confederate soldiers heading for a new life in Mexico run into ex-Union cavalrymen selling horses to the Mexican government but they must join forces to fight off Mexican bandits and revolutionaries.","['English', ' Spanish', ' French']",6.7,5779.0,tt0065150,2.9,4.8,0.0,4.0,11.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,,
tt0251777,Km. 0 - Kilometer Zero,2000.0,R,108.0,"Yolanda García Serrano, Juan Luis Iborra","A comedic look at the love lives of 14 different people and how they interconnect during one hot August afternoon around the Plaza del Sol in Madrid, Spain.",['Spanish'],7.0,1706.0,tt0251777,5.4,5.1,0.0,3.0,6.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0837803,Sex and Breakfast,2007.0,R,81.0,Miles Brandman,Two young couples take a swing at handling their relationship problems through psychologist-prescribed partner-swapping.,['English'],4.8,4124.0,tt0837803,0.9,,0.0,4.0,11.0,30.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0094888,Cobra Verde,1987.0,Not Rated,111.0,"Bruce Chatwin (novel), Werner Herzog","During the 1800s, paroled Brazilian bandit Cobra Verde is sent to West Africa with a few troops to man an old Portuguese fort and to convince the local African ruler to resume the slave trade with Brazil.","['German', ' Ewe', ' Portuguese']",7.0,6645.0,tt0094888,8.2,5.5,0.0,1.0,12.0,3.0,,3.0,0.0,0.0,0.0,0.0,,
tt0109066,Vive L'Amour,1994.0,R,118.0,"Ming-liang Tsai, Yi-chun Tsai, Pi-ying Yang",Three lonely young denizens of Taipei unknowingly share an apartment used for sexual trysts.,['Mandarin'],7.4,3161.0,tt0109066,8.3,,0.0,3.0,7.0,22.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0298131,Rosenstrasse,2003.0,PG-13,136.0,"Pamela Katz, Margarethe von Trotta","After the death of her father, Hannah becomes concerned with the strange behavior of her mother. As her mother's troubled childhood is revealed, Hannah realizes how little she ever knew.","['German', ' English']",6.7,2208.0,tt0298131,5.5,4.9,0.0,4.0,9.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,,
tt0099242,Chattahoochee,1989.0,R,97.0,James Cresson,"In 1955 Florida, a Korean vet has a breakdown and is incarcerated in a ""maximum security"" mental health prison, where patients are abused.",['English'],6.4,1707.0,tt0099242,1.4,,0.0,2.0,4.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0426155,Ushpizin,2004.0,PG,90.0,"Udi Lion (story editor), Shuli Rand",An Orthodox Jewish couple's faith is tested after praying to the Lord for a child on the Succoth holiday.,"['Hebrew', ' Yiddish']",7.3,1878.0,tt0426155,9.4,7.0,0.0,4.0,11.0,25.0,1.0,2.0,0.0,0.0,0.0,0.0,,
tt0283387,The Holy Land,2001.0,R,102.0,Eitan Gorlin,A coming-of-age saga set against the tense backdrop of Arab-Israeli politics. Mendy is a young Rabbinical student whose mind is too full of curiosity about the world that exists outside the...,"['English', ' Arabic', ' Russian', ' Hebrew']",6.5,241.0,tt0283387,5.1,5.8,0.0,,,,3.0,4.0,0.0,0.0,0.0,0.0,,
tt0138590,Twice Upon a Yesterday,1998.0,R,91.0,Rafa Russo,"A shambling, out-of-work actor, desperate to win back the affections of his ex-girlfriend, unexpectedly stumbles upon a way to turn back the clock.",['English'],6.2,2330.0,tt0138590,2.9,,0.0,3.0,6.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,,
